pc_index,pc_name,pc_coefficient,gene_name,gene_loading,risk_weighted_loading,rank_within_pc
23,EXPR_PC23,-0.05624150858306904,EXPR_CHGA,-0.16657581285497933,0.009368475008415022,9
23,EXPR_PC23,-0.05624150858306904,EXPR_FXYD3,-0.1591253688628637,0.008949450798684776,10
24,EXPR_PC24,-0.03683693496404577,EXPR_KRT23,0.33802952832166205,-0.012451971750712132,1
24,EXPR_PC24,-0.03683693496404577,EXPR_ABCB5,0.29375422721556355,-0.010821005363353238,2
24,EXPR_PC24,-0.03683693496404577,EXPR_CA9,-0.28150698568617477,0.010369854523646183,3
24,EXPR_PC24,-0.03683693496404577,EXPR_KRT14,-0.27666785684597794,0.010191595849277214,4
24,EXPR_PC24,-0.03683693496404577,EXPR_COL11A1,-0.25725249856428006,0.009476393558950661,5
24,EXPR_PC24,-0.03683693496404577,EXPR_MAGEC1,-0.24205467314868231,0.008916552252521366,6
24,EXPR_PC24,-0.03683693496404577,EXPR_NEU4,-0.2328185605811778,0.008576322174551596,7
24,EXPR_PC24,-0.03683693496404577,EXPR_XAGE1D,0.21821236094301413,-0.008038274548408693,8
24,EXPR_PC24,-0.03683693496404577,EXPR_HOMG2,-0.1971051700348034,0.007260750329649236,9
24,EXPR_PC24,-0.03683693496404577,EXPR_SFRP1,0.17502893247718487,-0.006447529402488417,10
25,EXPR_PC25,-0.07381039430918009,EXPR_KRT23,0.2689077725141147,-0.019848188722070104,1
25,EXPR_PC25,-0.07381039430918009,EXPR_NEU4,0.2636854833961816,-0.01946272950307892,2
25,EXPR_PC25,-0.07381039430918009,EXPR_COL11A1,0.2629544985671969,-0.019408775224617533,3
25,EXPR_PC25,-0.07381039430918009,EXPR_CCL21,-0.2494932607255844,0.018415195951638458,4
25,EXPR_PC25,-0.07381039430918009,EXPR_CA9,-0.2410393516880746,0.01779120959212592,5
25,EXPR_PC25,-0.07381039430918009,EXPR_CXCL14,-0.20790277508298996,0.01534538580684827,6
25,EXPR_PC25,-0.07381039430918009,EXPR_CTNND2,0.20751894203978352,-0.015317054938580309,7
25,EXPR_PC25,-0.07381039430918009,EXPR_HOMG2,0.20555404547622708,-0.015172025148447456,8
25,EXPR_PC25,-0.07381039430918009,EXPR_FDCSP,0.20335809531312826,-0.015009941201025823,9
25,EXPR_PC25,-0.07381039430918009,EXPR_MUC5B,0.19903495279858238,-0.014690848347372411,10
26,EXPR_PC26,0.10067697639242988,EXPR_CST1,0.3355185613604836,0.03377899428131144,1
26,EXPR_PC26,0.10067697639242988,EXPR_PLA2G2A,0.33310175598546754,0.03353567762362585,2
26,EXPR_PC26,0.10067697639242988,EXPR_HOMG2,0.30709427694529035,0.03091732327027132,3
26,EXPR_PC26,0.10067697639242988,EXPR_MAGEC1,0.24792453286640342,0.024960292342495104,4
26,EXPR_PC26,0.10067697639242988,EXPR_KRT14,0.20051556535194645,0.020187300839252645,5
26,EXPR_PC26,0.10067697639242988,EXPR_BEX1,0.19607587350058553,0.019740326087543517,6
26,EXPR_PC26,0.10067697639242988,EXPR_CTNND2,0.1766810171123845,0.017787710588814034,7
26,EXPR_PC26,0.10067697639242988,EXPR_XAGE1D,-0.1720572330636861,-0.01732220199129953,8
26,EXPR_PC26,0.10067697639242988,EXPR_NEU4,-0.16172454399971697,-0.016281938098335995,9
26,EXPR_PC26,0.10067697639242988,EXPR_KLK6,0.14937425684038644,0.015038548529556344,10
27,EXPR_PC27,0.0003394847193126543,EXPR_BEX1,0.3214798943038025,0.00010913751168238817,1
27,EXPR_PC27,0.0003394847193126543,EXPR_ADCY2,0.2930026193501161,9.946991198794666e-05,2
